"id","account","text","text2"
"4715",NA,"沖縄県民は1日に入港し下船したクルーズ船の乗客からコロナウイルスが感染していないか、発症するのではないかと戦々恐々としている中でデニー知事と瑞慶覧南城市長の華麗なるコラボが披露されました。危機管理にあまり指導力を発揮しない知事ですが、このような事をさせると水を得た魚のようです。","沖縄県民は1日に入港し下船したクルーズ船"
"4302","@sonkoubun","日本新型コロナウイルスと呼称している","日本新型コロナウイルスと呼称している"
"4302","@yamazogaikuzo","NHKの中国語放送で「日本新型病毒疫」と放送。とんでもないですね。対応します。
情報提供ありがとうございました。","NHKの中国語放送で「日本新型病毒疫」と"
"4344",NA,"信じられない事だけど、中国共産党は武漢熱の","信じられない事だけど、中国共産党は武漢熱"
"4621",NA,"「新型コロナ検査

日本 陰性の場合8万円自己負担 陽性の場合は国負担

韓国 陰性の場合1万6千円自己負担 陽性の場合は国負担

なにこれ。 安倍、なにこれ。 消費税は社会福祉の充実とかウソこくな」","「新型コロナ検査

日本 陰性の場合8万"
"1584","@Shohei_Okashita","こんな時に野党の審議拒否…補正予算の中身をよく検討したいとの理由で明日、明後日の全ての委員会が審議ストップ…今こそ国会がしっかり働かなければならない重要な時期に色々理由はあると思うが審議拒否は今やるもんではないでしょ‼️明日の経産委員会で給付金等の質問を準備していたのに金曜に順延…","こんな時に野党の審議拒否…補正予算の中身"
"2762","@Jin115","【ヤバイ】東京封鎖宣言で、パニック状態に突入！ スーパーがとんでもない混雑になり水・食料品が買い占めで消える・・・","【ヤバイ】東京封鎖宣言で、パニック状態に"
"1763","@kikko_no_blog","緊急事態宣言が発令されたら、指定された地域は最短でも3週間は外出禁止になるのに、現金の支給も食料の支給もせずに号令をかけるだけだとしたら、銃弾の補給も食料の補給もせずに南の島に置き去りにした出征兵たちと同じだね。","緊急事態宣言が発令されたら、指定された地"
"4673","@BoysBluegrass","死体等を燃やした時に発生する二酸化硫黄濃度が武漢周辺が異常上昇しています。","死体等を燃やした時に発生する二酸化硫黄濃"
"4673","@tsuisoku","遺体を燃やすと出る亜硫酸ガス 武漢上空で大量検出","遺体を燃やすと出る亜硫酸ガス 武漢上空で"
"4875",NA,"29日武漢から帰ってきた飛行機から日本人２人 検査拒否して帰ったやつがいたらしい その2人はなんと高知県の議会議員のやつら ほんで高知の病院で検査したら2人ともコロナウイルスだったらしい 俺のもとにくるのも遠くは無さそうだ 俺はいいけど、子供に感染がきたら俺は 止まれそうにない","29日武漢から帰ってきた飛行機から日本人"
"4672","@NikoNe_san_2525","アウトブレイク後に武漢市民が移動した痕跡を元にマップ化。

>コロナウイルス発生後から市の閉鎖までの間に、世界を移動したおよそ60,000人に上る武漢市民のフライトデータや所有する携帯電話のトラッキングデータを元に、サウサンプトン大学の調査チームが作成したマップ","アウトブレイク後に武漢市民が移動した痕跡"
"4761","@vG2AZICr4F3hx6Y","新型コロナウイルス、エアロゾル感染を確認　
中国保健部〜ネットの反応「要するに空気感染だよね」","新型コロナウイルス、エアロゾル感染を確認"
"330","@mamehiropon","日本の健康保険が外国人に悪用される原因を作ったのは、これ","日本の健康保険が外国人に悪用される原因を"
"337","@SokuhouOtodoke1","【悲報】福岡終了のお知らせ

#拡散希望","【悲報】福岡終了のお知らせ

#拡散希望"
"445",NA,"コロナで品薄になる品予測を根拠付","コロナで品薄になる品予測を根拠付"
"1523","@dardmalin","Encore des gens qui vont être assignés à résidence dans des villas avec piscine avec permission de sortie 300 jours par an...

Au tour (autour) du nain...","Encore des gens qui "
"3256","@tprincedelamour","#Covid19 Le docteur Perronne révèle que tout le stock de #Chloroquine de la France a été volé et que la pharmacie centrale n'en a plus du tout.
La chloroquine était ce possible ""médicament miracle"" dont tout le monde parlait..
Après les masques et les gels, ils volent les remèdes","#Covid19 Le docteur "
"3724","@catherinegaste","#coronavirus Quelqu’un aurait une idée de ce que cela signifie ? 
#militaires 
Mobilisation générale ? ⬇️","#coronavirus Quelqu’"
"1855","@J_Rodrigues_Off","📢🧔🏻 j’ai reçu cela ? Fake ou pas fake ?? 🤔
@DidierMaisto @Poulin2012 @PLudosky @FlyRiderGj
@gaulois_l @RaquelGarridoFr @millerofficiel @GaccioB
@collCartonJaune @CerveauxNon @GalouRoti
@Trickpa75 @NRamphft @tropical_boy
@GiletsJaunesGo","📢🧔🏻 j’ai reçu cela ?"
"1879","@alainhoupert","Avec ce décret et la banalisation du Rivotril ne risque-t-on pas de passer de la sélection des patients à une euthanasie massive qui ne dit pas son nom ? #COVID2019france","Avec ce décret et la"
"1879","@GilbertCollard","#COVID19 : un décret du 28 mars 2020 autorise l’#euthanasie pour se débarrasser des vieux qui encombreraient l’hôpital, écoutez cette interview sur #RadioShalom ! Elle dit tout ! Et dire qu'on prétend être le pays des droits de l'Homme...
#Rivotril #Coronavirus #Covid_19fr","#COVID19 : un décret"
"1152","@Goldstatetimes","Very Interesting exchange Caught on (GST HOT MIC) between FAKE NEWS 
@FoxNews
 
@johnrobertsFox
 
and a FAKE NEWS Tech at Todays White House Press Briefing!
#coronavirus #WhiteHousePressBriefing #TrumpPressConf 
@realDonaldTrump
 
@DanScavino
 
FULL","Very Interesting exc"
"4622","@livecrisisnews","Bodies inside bags / covered all over the streets of China amid #coronavirus outbreak. Dead or homeless we don’t know.
NOTE. Crematoriums are too full to carry anymore. pic.twitter.com/Nc23zNOXub","Bodies inside bags /"
"4622","@JonDeLeonUSA","Dead people all over the place in Wuhan. On the streets by the hundreds. BS there are only 1700 Deaths. Try 10,000 lying China.","Dead people all over"
"2015",NA,"mercredi 1er avril 2020 11:27, hôpital Lenox Hill à Manhattan, la situation est catastrophique…","mercredi 1er avril 2"
"3722","@allysmaine","just a little thread of italians singing on their balconies during the lockdown to brighten your day 🇮🇹","just a little thread"
"3722","@AyaNakamuraa","Après les italiens, ce sont les français qui se sont donnés rendez-vous sur leur balcon pour chanter leur hymne national en chœur #COVIDー19 #RESTEZCHEZVOUS","Après les italiens, "
"3722","@MikeStnm_","Après les italiens, ce sont les français qui se sont donnés rendez-vous sur leur balcon pour chanter leur hymne national en chœur #COVIDー19 #RESTEZCHEZVOUS","Après les italiens, "
"3722","@Madonna","Let Us All RISE UP. everywhere around the world!! 🌎 🌍 #irise","Let Us All RISE UP. "
"3601","@jmdu91290","Les blindés arrivent pour maintenir l'ordre, j'espère juste que certains vont pas se mettre à piller, il y a tellement de cons dans ce pays","Les blindés arrivent"
"4876","@Dhiyasri1231","All pigs are Destroyed in china","All pigs are Destroy"
"4796","@vicsurvivaliste","Les vrais chiffres du #Coronavirus?
#Tencent aurait publié les ""vrais chiffres"" de l'épidémie pour ensuite les effacer et publier les chiffres officiels. Ça donnerait 16% de mortalité... 
@ICIQC01
 
Source: https://zerohedge.com/health/did-chinas-tencent-accidentally-leak-true-terrifying-coronavirus-statistics?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+zerohedge%2Ffeed+%28zero+hedge+-+on+a+long+enough+timeline%2C+the+survival+rate+for+everyone+drops+to+zero%29","Les vrais chiffres d"
"4796","@Taihoku1895","騰訊第三次故意這樣了，可能告知這才是真實的統計數據，另外一個對外的是維穩假數據

露餡兒的死亡率很高 15-16% 和一開始差不多
如果把疑似的都算進去 23萬人、致死率 10%
差不多符合國際普遍預測 10% 現在的致死率","騰訊第三次故意這樣了，可能告知這才是真實"
"4796","@Attila70260000","""Tencent"" is a PRC-based multinational conglomerate.  Its website may have posted by accident the true scale of the pandemic in the PRC:","""Tencent"" is a PRC-b"
"4244","@porquetendencia","#FuerzaFedeBal:
Por quienes le brindan su apoyo a Federico Bal asegurando que tiene coronavirus","#FuerzaFedeBal:
Por "
"968","@es_indignante","El gobierno piensa en labzar","El gobierno piensa e"
"968","@Belen_Ramirez00","Asignación","Asignación"
"3604",NA,"La diferencia entre tener un presidente como @alferdez con sensibilidad x la salud pública y en Chile un CEO liberal como @sebastianpinera con otras prioridades","La diferencia entre "
"4543","@DonBarbado","Ya está llegando la gente a la calle 26 para recibir a los Colombianos que llegan de Wuhan con el coronavirus.","Ya está llegando la "
"1071","@navarrowolff","En las ciudades grandes, los mejores resultados en evitar el Covid19 están en Bucaramanga, Barranquilla y Medellín
Hay que revisar que han hecho para lograrlo","En las ciudades gran"
"1071","@navarrowolff","Entre los departamentos más poblados, el mejor resultado lo tiene Santander
Nadie lo ha resaltado hasta ahora","Entre los departamen"
"777","@levyrincon","Es de no creer lo que está pasando en Bogotá en estos momentos es el reflejo de la desesperación de la gente. Como no llegó el bono del ingreso solidario ahora se toman los centros bancarios. RT","Es de no creer lo qu"
"2494","@redveeduriascol","Favor difundir lista de Comedores comunitarios en Bogotá D.C","Favor difundir lista"
"288","@Abducid0","Me enviaron este mensaje sobre las mascarillas y me parece pertinente compartirlo.

“El uso prolongado de la mascarilla produce hipoxia.

Respirar una y otra vez aire exhalado se convierte en dióxido de carbono, por eso nos sentimos mareados.","Me enviaron este men"
"2430","@AlRangelS","Buenas noticias: según John Hopkins University, la letalidad de virus en Colombia es la tercera más baja del mundo, después de Chile y Alemania. Es menor 10 veces que en Italia, 8 veces que España, 6 que en Irán y 5 que en Francia. No bajemos la guardia !!","Buenas noticias: seg"
"4877","@Z4taNiK0","¿Cómo así que un tanque de Postobón se infectó con Coronavirus y todas las gaseosas quedaron contaminadas? 

Favor confirmar y difundir.","¿Cómo así que un tan"
"4877","@HijueputaCasa","¿Cómo así que un tanque de Postobón se infectó con Coronavirus y todas las gaseosas quedaron contaminadas? 

Favor confirmar y difundir.

Ya no se puede (ni debe) consumir Postobón.","¿Cómo así que un tan"
"3812","@lya_Musica","Y que me decís de esto???...","Y que me decís de es"
"4555","@fllamas1","La novela de terror escrita por el estadounidense Dean Koontz, publicada en 1981, predijo hace 40 años el coronavirus de Wuhan como una poderosa arma biológica desarrollada en laboratorios chinos, y en la misma zona cero, Wuhan.","La novela de terror "
"608","@iWolowitz","El es Leslie Chow, el médico que detectó el virus en China 🇨🇳 se contagió tratando de salvar vidas y murio la noche del viernes. Comparte a este héroe. ¡Oremos! 😭😓","El es Leslie Chow, e"
"3609","@alexja25",NA,NA
"4913",NA,"en réponse aux commentaires reçus","en réponse aux comme"
"1657","@i_hate_pastors","#ChinaMustExplain

NIGERIA is a zoo
https://facebook.com/111825940437513/posts/126250018995105/?app=fbl

I hate pastors

#tariq
#Nigerians
#Passover2020","#ChinaMustExplain

N"
